uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus1.2,haus2.1,haus2.1t_1,haus2.2,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
2382,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,elte,,,,2,54.395,2,elte,elte,elte,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|VanLange|Hauser|Bauer|Huang|Anderson|Rottenstrich|Ross.Slate1|Kay|Graham|Miyamoto|Critcher|Alter,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),3,Secondary,all,TRUE
2400,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,elte,,,,2,44.083,2,elte,elte,elte,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|Graham|Hauser|Ross.Slate1|Kay|Critcher|Miyamoto|Inbar|Bauer|VanLange|Huang|Rottenstrich,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,4,Secondary,all,TRUE
2404,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,elte,,,,2,80.171,2,elte,elte,elte,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Hauser|VanLange|Anderson|Miyamoto|Critcher|Alter|Rottenstrich|Graham|Inbar|Kay|Bauer|Ross.Slate1,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),2,Secondary,all,TRUE
2408,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,elte,,,,2,48.021,2,elte,elte,elte,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Hauser|Critcher|Anderson|Huang|Graham|Kay|Rottenstrich|Ross.Slate1|Miyamoto|Bauer|Alter|Inbar,ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,2,Secondary,all,TRUE
2418,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,elte,,,,2,27.285,2,elte,elte,elte,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|VanLange|Huang|Ross.Slate1|Kay|Bauer|Hauser|Miyamoto|Anderson|Inbar|Rottenstrich|Alter|Critcher,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five,7,Secondary,all,TRUE
2238,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,16.938,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|Graham|Kay|Ross.Slate1|VanLange|Rottenstrich|Critcher|Inbar|Miyamoto|Anderson|Bauer|Huang,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,1,Secondary,all,TRUE
2244,No,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,2,36.415,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Kay|Critcher|Rottenstrich|VanLange|Graham|Alter|Inbar|Anderson|Ross.Slate1|Huang|Hauser|Bauer,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,12,Secondary,all,TRUE
2249,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,63.089,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Huang|Miyamoto|Hauser|Kay|Inbar|Critcher|Alter|Anderson|Rottenstrich|Graham|Bauer|VanLange,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE,4,Secondary,all,TRUE
2250,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,28.882,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|VanLange|Graham|Alter|Kay|Ross.Slate1|Anderson|Huang|Critcher|Miyamoto|Inbar|Rottenstrich|Hauser,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection,13,Secondary,all,TRUE
2253,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,43.209,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Huang|VanLange|Ross.Slate1|Graham|Anderson|Critcher|Miyamoto|Alter|Kay|Hauser|Bauer|Rottenstrich,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five,11,Secondary,all,TRUE
2259,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,43.562,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Alter|VanLange|Miyamoto|Ross.Slate1|Bauer|Graham|Huang|Rottenstrich|Anderson|Hauser|Critcher|Kay,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Secondary,all,TRUE
2270,No,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,2,46.914,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Anderson|Alter|Huang|VanLange|Critcher|Miyamoto|Kay|Bauer|Inbar|Rottenstrich|Graham,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,1,Secondary,all,TRUE
2288,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,21.971,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Rottenstrich|Miyamoto|VanLange|Anderson|Kay|Critcher|Graham|Alter|Inbar|Bauer|Hauser|Ross.Slate1,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,12,Secondary,all,TRUE
2297,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,37.918,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Kay|Alter|Miyamoto|Critcher|Bauer|Ross.Slate1|Graham|Rottenstrich|Hauser|Huang|Inbar|VanLange,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,10,Secondary,all,TRUE
2304,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,32.506,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Anderson|Miyamoto|Kay|Ross.Slate1|Graham|Huang|Inbar|Hauser|Alter|Bauer|VanLange|Rottenstrich,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing,9,Secondary,all,TRUE
2305,No,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,2,33.022,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Huang|Kay|Anderson|VanLange|Critcher|Miyamoto|Graham|Rottenstrich|Hauser|Bauer|Alter|Ross.Slate1,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,10,Secondary,all,TRUE
2308,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,47.5,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Ross.Slate1|Inbar|VanLange|Miyamoto|Rottenstrich|Anderson|Bauer|Kay|Hauser|Graham|Huang|Alter,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),10,Secondary,all,TRUE
2313,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,30.914,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Rottenstrich|VanLange|Bauer|Critcher|Miyamoto|Anderson|Alter|Hauser|Huang|Ross.Slate1|Kay|Inbar,ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,9,Secondary,all,TRUE
2318,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,30.153,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Hauser|Alter|Kay|Critcher|Miyamoto|Anderson|VanLange|Huang|Inbar|Bauer|Ross.Slate1|Rottenstrich,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),2,Secondary,all,TRUE
2328,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,38.724,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Inbar|Anderson|VanLange|Rottenstrich|Miyamoto|Graham|Hauser|Kay|Ross.Slate1|Huang|Critcher|Bauer,ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,8,Secondary,all,TRUE
2332,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,39.908,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Kay|Inbar|Ross.Slate1|Rottenstrich|Graham|Hauser|Critcher|Bauer|VanLange|Huang|Alter|Anderson,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,7,Secondary,all,TRUE
2339,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,31.412,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Miyamoto|Huang|VanLange|Hauser|Rottenstrich|Alter|Ross.Slate1|Kay|Critcher|Graham|Bauer|Anderson,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,5,Secondary,all,TRUE
2345,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,38.35,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Ross.Slate1|Kay|Rottenstrich|Inbar|Hauser|Bauer|Alter|Huang|Critcher|VanLange|Graham|Anderson,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five,6,Secondary,all,TRUE
2347,No,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,2,67.12,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|VanLange|Hauser|Anderson|Ross.Slate1|Bauer|Rottenstrich|Alter|Graham|Miyamoto|Huang|Kay|Inbar,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection,3,Secondary,all,TRUE
2362,No,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,2,25.883,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Hauser|VanLange|Alter|Miyamoto|Graham|Inbar|Kay|Rottenstrich|Ross.Slate1|Huang|Bauer|Critcher,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,2,Secondary,all,TRUE
2365,No,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,2,35.611,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Miyamoto|Inbar|Kay|Anderson|Huang|Ross.Slate1|VanLange|Rottenstrich|Alter|Graham|Hauser|Bauer,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,12,Secondary,all,TRUE
2368,No,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,2,113.443,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Kay|Huang|Bauer|Graham|Hauser|VanLange|Rottenstrich|Miyamoto|Inbar|Critcher|Anderson|Alter,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),6,Secondary,all,TRUE
2375,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,26.858,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Miyamoto|Anderson|Ross.Slate1|Kay|Bauer|Huang|Critcher|Inbar|Graham|VanLange|Alter|Hauser,ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,13,Secondary,all,TRUE
2378,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,20.204,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Hauser|Ross.Slate1|Miyamoto|VanLange|Anderson|Rottenstrich|Alter|Critcher|Kay|Inbar|Bauer|Huang,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,2,Secondary,all,TRUE
2383,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,56.551,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Critcher|Hauser|Huang|Ross.Slate1|Miyamoto|Rottenstrich|Alter|Anderson|Inbar|Graham|VanLange|Bauer,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five,3,Secondary,all,TRUE
2391,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,38.597,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Graham|Miyamoto|Ross.Slate1|Critcher|Rottenstrich|Bauer|Huang|VanLange|Hauser|Inbar|Alter|Anderson,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),10,Secondary,all,TRUE
2402,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,29.318,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Graham|Alter|VanLange|Inbar|Huang|Anderson|Critcher|Ross.Slate1|Miyamoto|Hauser|Kay|Rottenstrich,ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five,11,Secondary,all,TRUE
2410,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,43.002,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Bauer|VanLange|Rottenstrich|Huang|Inbar|Anderson|Hauser|Ross.Slate1|Kay|Miyamoto|Alter|Graham,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,8,Secondary,all,TRUE
2411,Yes,SideEffect,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,1,23.952,2,,,,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Kay|Alter|Ross.Slate1|Bauer|Critcher|Miyamoto|Graham|Hauser|Inbar|Huang|Anderson|VanLange,ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE,9,Secondary,all,TRUE
2237,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,38.731,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Bauer|Rottenstrich|Hauser|VanLange|Miyamoto|Alter|Graham|Anderson|Inbar|Critcher|Ross.Slate1|Huang,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),4,Secondary,all,TRUE
2240,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,49.859,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Rottenstrich|Miyamoto|Huang|VanLange|Alter|Kay|Bauer|Graham|Hauser|Inbar|Ross.Slate1|Anderson,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing,10,Secondary,all,TRUE
2264,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,27.666,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Graham|Huang|Hauser|Rottenstrich|Ross.Slate1|Anderson|Alter|Critcher|Inbar|Miyamoto|Bauer|VanLange,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE,4,Secondary,all,TRUE
2266,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,49.828,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Inbar|Hauser|Graham|Bauer|Kay|VanLange|Anderson|Critcher|Alter|Rottenstrich|Miyamoto|Huang,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,3,Secondary,all,TRUE
2276,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,50.659,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Hauser|Miyamoto|Kay|Alter|Anderson|Rottenstrich|Critcher|Ross.Slate1|VanLange|Bauer|Inbar|Huang,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing,2,Secondary,all,TRUE
2278,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,61.83,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Anderson|Rottenstrich|Kay|Huang|Miyamoto|Bauer|Hauser|Critcher|Ross.Slate1|Inbar|Alter|Graham,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing,8,Secondary,all,TRUE
2294,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,65.015,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Rottenstrich|Anderson|Inbar|Ross.Slate1|Huang|Miyamoto|Bauer|Alter|VanLange|Kay|Graham|Hauser,ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),13,Secondary,all,TRUE
2301,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,,2,41.645,2,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Kay|Ross.Slate1|Hauser|Miyamoto|Bauer|Rottenstrich|Inbar|Anderson|Huang|Graham|Critcher|Alter,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,4,Secondary,all,TRUE
