"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"2293","R_ePxduyht3XleUzT","SUNYfredonia",4.46666666666667,4.83333333333333,"female",18,"liberal (2)","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2294","R_vrClbXaknWwcA6J","SUNYfredonia",3.33333333333333,5.16666666666667,"female",20,"apolitical","conservative (6)",NA,"not say","no","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2295","R_Za7CjBkxnCNkOiZ","SUNYfredonia",2.86666666666667,5,"female",18,"center (4)","conservative (6)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2296","R_QmoOcDVO3qU5YDn","SUNYfredonia",4.2,6.33333333333333,"male",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2297","R_cU6cBuKz4WDUmt3","SUNYfredonia",3.4,1.33333333333333,"male",21,"apolitical","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2298","R_9oeAvhMx3Bvawr7","SUNYfredonia",3.93333333333333,5.33333333333333,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2299","R_1OVScdT5BQ6sJ3t","SUNYfredonia",3.86666666666667,4.66666666666667,"male",20,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2300","R_NW64Mzyoo0RmMkp","SUNYfredonia",3.73333333333333,3.16666666666667,"male",18,"center (4)","somewhat democrat (3)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2301","R_3kMz6PBErgcJUW5","SUNYfredonia",5.26666666666667,4.83333333333333,"female",20,"somewhat liberal (3)","middle (4)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2302","R_svwlmBGZE2vKTzX","SUNYfredonia",5.33333333333333,6.33333333333333,"female",18,"somewhat liberal (3)","democrat (2)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2303","R_3gN7lfdBOSC1OaZ","SUNYfredonia",4.53333333333333,5.83333333333333,"female",20,"apolitical","democrat (2)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2304","R_1f9Fkx8HFLhhUaI","SUNYfredonia",2.33333333333333,1.83333333333333,"female",21,"strongly liberal (1)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2305","R_BrlZ2XZIuRH2VEZ","SUNYfredonia",2.6,1.66666666666667,"female",20,"liberal (2)","democrat (2)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2306","R_3EMPxF44X8NcvbN","SUNYfredonia",3.53333333333333,5.33333333333333,"male",21,"strongly conservative (7)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2307","R_2ZKPzu9jQ9WIX69","SUNYfredonia",3.93333333333333,3.66666666666667,"female",18,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2308","R_RWXSfCwGSTB5v0d","SUNYfredonia",4.53333333333333,5,"male",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2309","R_1LIku4yxwS2Fuf4","SUNYfredonia",2.4,3.16666666666667,"female",18,"conservative (6)","conservative (6)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2310","R_2R2MplNTPha6mFP","SUNYfredonia",3.33333333333333,4.83333333333333,"male",20,"center (4)","somewhat conservative (5)",NA,"not say","yes",NA,"SUNY-Fredonia","Currently In College","some college"
"2311","R_2YgIpeYCWu9Fjvz","SUNYfredonia",3.8,6.5,"female",18,"apolitical","independent",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2776","R_10TXsy91Zo8PPzr","SUNYfredonia",3.53333333333333,3.83333333333333,"female",NA,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2777","R_XwhXfHx4EmfiBWh","SUNYfredonia",5,6.5,"male",NA,"conservative (6)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","SUNY-Fredonia","Completed 2 year degree","some college"
"2778","R_3MoeT2c0bWmpx7C","SUNYfredonia",4.4,6.83333333333333,"male",NA,"apolitical","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2779","R_2c0nDK6GfuxdrA3","SUNYfredonia",3.13333333333333,3.66666666666667,"female",NA,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2780","R_2wMkfoSw4rGLXxG","SUNYfredonia",3.6,4,"male",25,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Other race/ethincity","SUNY-Fredonia","Completed 2 year degree","some college"
"2781","R_2rSLn3N450ri3Ai","SUNYfredonia",2.4,5.5,"female",22,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2782","R_1OxXfunpChByuox","SUNYfredonia",2.93333333333333,4.33333333333333,"male",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2783","R_3L15lPOeIFmmCXv","SUNYfredonia",4.53333333333333,7,"male",21,"apolitical","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2784","R_2Bs9LV0NhRqaI22","SUNYfredonia",1.66666666666667,2.33333333333333,"female",23,"strongly conservative (7)","strongly conservative (7)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2785","R_3I9ONgdNzFVxNhA","SUNYfredonia",2.93333333333333,5.83333333333333,"female",21,"center (4)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2786","R_2uJ5t64T3kbGi2l","SUNYfredonia",3.86666666666667,5.33333333333333,"male",20,"somewhat conservative (5)","conservative (6)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Completed 2 year degree","some college"
"2927","R_3LdNly2yX7WH7IS","SUNYfredonia",4.4,5.16666666666667,"female",NA,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Completed 4 year degree","some college"
"2928","R_20T2t5syzJ7xD52","SUNYfredonia",2.46666666666667,3.5,"female",NA,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Completed 4 year degree","some college"
"2929","R_YW8RDLOru3UB5Gp","SUNYfredonia",4.2,1.5,"female",NA,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Completed 4 year degree","some college"
"2930","R_vxac4k76uyIUt2x","SUNYfredonia",4.26666666666667,1.5,"female",NA,"center (4)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Completed 4 year degree","some college"
"3070","R_1iszxvuzMHSmWX7","SUNYfredonia",1.93333333333333,4.33333333333333,"female",NA,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","Cansisius","Graduate Education",NA
"3071","R_10wSj5XPe0tgJGz","SUNYfredonia",2.26666666666667,2.83333333333333,"male",27,"center (4)","somewhat conservative (5)",NA,"40-59,999","yes","Caucasian","","Graduate Education",NA
