"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"1567","R_31imGERChI4AGFf","plu",1.8,6,"female",18,"center (4)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1568","R_12rUozan444C5xF","plu",3.86666666666667,4.83333333333333,"female",19,"conservative (6)","somewhat conservative (5)",NA,"under20,000","yes","Other race/ethincity","PLU","Currently In College","some college"
"1569","R_1DvstcO4oEM43bF","plu",2.6,3,"female",18,"conservative (6)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1570","R_3NVdVvqIhBBW3rG","plu",3.13333333333333,6,"male",18,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1571","R_1NkOudErbvRXTXj","plu",4.73333333333333,5.33333333333333,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","PLU","Currently In College","some college"
"1572","R_1rrkuBPmm8wqP4O","plu",3.53333333333333,4.66666666666667,"female",18,"strongly liberal (1)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1573","R_2YlJlUIu6hw9A86","plu",3.93333333333333,6.16666666666667,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"200-999,999","yes","Caucasian","PLU","Currently In College","some college"
"1574","R_31ioZy8nraLVvQ7","plu",3.33333333333333,5.83333333333333,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes",NA,"PLU","Currently In College","some college"
"1575","R_2wyutV590kcr4FQ","plu",2.66666666666667,1.66666666666667,"other",20,"liberal (2)","independent",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1576","R_3iXzsCHDaxA6aoF","plu",3.93333333333333,5.33333333333333,"female",18,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1577","R_3I0mQLwrAerb9e6","plu",4.13333333333333,4.83333333333333,"male",19,"conservative (6)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1578","R_1gbedjw2jC3aTOg","plu",3.6,5,"female",19,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1579","R_2TmVbRwG88nQbJe","plu",3.73333333333333,5.83333333333333,"male",NA,"apolitical","independent",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1580","R_RCgn91Sf5SNf1rH","plu",3.8,2.5,"male",19,"somewhat liberal (3)","democrat (2)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1581","R_7aKiFnZHSOXYR7X","plu",3,1.66666666666667,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1582","R_2v98xnDffMON384","plu",2.93333333333333,4.16666666666667,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1583","R_2qrtq25zjK8FTdl","plu",4,7,"male",22,"somewhat conservative (5)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1584","R_1eqrAonjbqx7vxX","plu",2.2,4.66666666666667,"female",21,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","PLU","Currently In College","some college"
"1585","R_3ek5GN2Iu6NmOPy","plu",4.26666666666667,6.16666666666667,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes",NA,"PLU","Currently In College","some college"
"1586","R_2BxnfpnbFwgipCw","plu",4,5.33333333333333,"male",18,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1587","R_1mEMzPs2YTdiVcD","plu",3.73333333333333,4,"female",20,"liberal (2)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1588","R_1g8uz0SSU0RgPdC","plu",2.86666666666667,4,"female",19,"conservative (6)","somewhat conservative (5)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1589","R_b8gHQerfn0gmiad","plu",3.86666666666667,5.66666666666667,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"2695","R_3IYv1mJMGVGgtEa","plu",3.2,3,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","PLU","Completed 2 year degree","some college"
"2701","R_3Gvm6GkcMosGKiy","plu",4,4,"female",18,"conservative (6)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","PLU","Completed 2 year degree","some college"
"2702","R_2PmVR8SwzYRBbug","plu",3.93333333333333,6.5,"male",18,"somewhat conservative (5)","conservative (6)",NA,"under20,000","yes","Caucasian","PLU","Completed 2 year degree","some college"
"2703","R_ymyvzdaHBIdanpD","plu",4.13333333333333,5.66666666666667,"female",19,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","PLU","Completed 2 year degree","some college"
"3041","R_OHTNDz2TNhXZuXD","plu",2.66666666666667,4.33333333333333,"female",NA,"apolitical","independent",NA,"not say","yes","Other race/ethincity","PLU","Graduate Education",NA
