uID,variable,factor,.id,source,zav.dv.3,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,zav.include.strict,zav.condition,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
2728,3,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,3,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Zaval|Risen|Shafir|Savani|Tversky.Gati|Hsee|Tversky|Hauser|Knobe|Gray|Ross.Slate2|Norenzayan|Schwarz|Zhong|Geissner,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,1,Global,NON-WEIRD,TRUE
2730,4,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,4,1,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Ross.Slate2|Zhong|Geissner|Norenzayan|Risen|Tversky|Knobe|Savani|Hauser|Schwarz|Shafir|Gray|Zaval|Tversky.Gati|Hsee,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five,13,Global,NON-WEIRD,TRUE
2732,4,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,4,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Hsee|Knobe|Zhong|Geissner|Norenzayan|Zaval|Hauser|Schwarz|Gray|Savani|Risen|Tversky.Gati|Tversky|Ross.Slate2|Shafir,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,6,Global,NON-WEIRD,TRUE
2736,4,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,4,1,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky|Schwarz|Gray|Zaval|Hsee|Zhong|Savani|Hauser|Norenzayan|Ross.Slate2|Knobe|Geissner|Tversky.Gati|Shafir|Risen,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,4,Global,NON-WEIRD,TRUE
2737,3,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,3,1,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Risen|Shafir|Hsee|Zhong|Gray|Schwarz|Tversky|Geissner|Knobe|Savani|Zaval|Tversky.Gati|Hauser|Ross.Slate2|Norenzayan,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,11,Global,NON-WEIRD,TRUE
2738,3,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,3,1,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Hsee|Shafir|Tversky.Gati|Savani|Geissner|Hauser|Tversky|Gray|Ross.Slate2|Norenzayan|Schwarz|Knobe|Risen|Zaval|Zhong,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood,14,Global,NON-WEIRD,TRUE
2739,4,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,4,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Knobe|Schwarz|Savani|Hsee|Shafir|Risen|Tversky|Gray|Tversky.Gati|Ross.Slate2|Hauser|Zhong|Zaval|Geissner,ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,14,Global,NON-WEIRD,TRUE
2740,3,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,3,1,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Zaval|Risen|Zhong|Gray|Savani|Schwarz|Tversky.Gati|Geissner|Knobe|Hsee|Hauser|Tversky|Shafir|Ross.Slate2,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection,2,Global,NON-WEIRD,TRUE
2743,3,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,3,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Schwarz|Hauser|Gray|Savani|Risen|Zhong|Knobe|Zaval|Tversky|Hsee|Ross.Slate2|Shafir|Tversky.Gati|Geissner|Norenzayan,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,8,Global,NON-WEIRD,TRUE
2744,1,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,1,1,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Hsee|Geissner|Norenzayan|Hauser|Tversky.Gati|Schwarz|Zaval|Zhong|Gray|Knobe|Risen|Tversky|Shafir|Ross.Slate2|Savani,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection,7,Global,NON-WEIRD,TRUE
2746,3,Cold,ML2_Slate2_South_AfricaEng_Inlab_DEPLOY_r.csv,kwazulu,3,2,kwazulu,kwazulu,kwazulu,South Africa,"University of KwaZulu-Natal, KwaZulu-Natal, South Africa",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Tversky.Gati|Hauser|Knobe|Hsee|Tversky|Geissner|Schwarz|Gray|Savani|Shafir|Zaval|Ross.Slate2|Zhong|Risen,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,12,Global,NON-WEIRD,TRUE
2833,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Tversky.Gati|Zaval|Hauser|Schwarz|Savani|Hsee|Ross.Slate2|Shafir|Knobe|Geissner|Risen|Gray|Zhong|Tversky,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,3,Global,NON-WEIRD,TRUE
2834,1,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Risen|Ross.Slate2|Gray|Knobe|Hauser|Schwarz|Geissner|Savani|Zhong|Hsee|Tversky|Tversky.Gati|Shafir|Zaval|Norenzayan,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection,14,Global,NON-WEIRD,TRUE
2835,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky.Gati|Ross.Slate2|Savani|Hauser|Gray|Knobe|Risen|Hsee|Schwarz|Norenzayan|Shafir|Tversky|Zhong|Zaval|Geissner,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,14,Global,NON-WEIRD,TRUE
2837,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Shafir|Tversky.Gati|Ross.Slate2|Savani|Zhong|Hsee|Hauser|Zaval|Gray|Tversky|Risen|Norenzayan|Schwarz|Knobe|Geissner,ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,8,Global,NON-WEIRD,TRUE
2839,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky|Norenzayan|Hauser|Hsee|Shafir|Ross.Slate2|Tversky.Gati|Gray|Risen|Zhong|Savani|Schwarz|Zaval|Knobe|Geissner,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,13,Global,NON-WEIRD,TRUE
2843,2,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky|Shafir|Norenzayan|Savani|Hsee|Risen|Gray|Tversky.Gati|Knobe|Geissner|Hauser|Schwarz|Zhong|Zaval|Ross.Slate2,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five,14,Global,NON-WEIRD,TRUE
2846,4,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,4,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky.Gati|Schwarz|Hsee|Tversky|Knobe|Zhong|Zaval|Geissner|Savani|Ross.Slate2|Risen|Norenzayan|Shafir|Hauser|Gray,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five,7,Global,NON-WEIRD,TRUE
2852,4,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,4,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Ross.Slate2|Gray|Geissner|Schwarz|Tversky|Hauser|Savani|Zhong|Hsee|Risen|Norenzayan|Knobe|Zaval|Shafir|Tversky.Gati,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing,13,Global,NON-WEIRD,TRUE
2853,1,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Zaval|Shafir|Tversky|Ross.Slate2|Geissner|Risen|Tversky.Gati|Schwarz|Zhong|Hsee|Knobe|Hauser|Savani|Norenzayan|Gray,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,1,Global,NON-WEIRD,TRUE
2858,2,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,2,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Geissner|Tversky.Gati|Knobe|Schwarz|Tversky|Savani|Ross.Slate2|Risen|Zaval|Gray|Hauser|Hsee|Shafir|Zhong,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,10,Global,NON-WEIRD,TRUE
2860,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Risen|Geissner|Shafir|Knobe|Hauser|Ross.Slate2|Gray|Tversky.Gati|Norenzayan|Zhong|Schwarz|Savani|Hsee|Tversky|Zaval,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,15,Global,NON-WEIRD,TRUE
2863,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Risen|Ross.Slate2|Zaval|Zhong|Hauser|Tversky|Norenzayan|Geissner|Savani|Schwarz|Shafir|Gray|Hsee|Knobe|Tversky.Gati,ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,3,Global,NON-WEIRD,TRUE
2867,2,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,2,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Shafir|Schwarz|Ross.Slate2|Norenzayan|Tversky.Gati|Tversky|Savani|Hauser|Hsee|Geissner|Gray|Zaval|Knobe|Zhong|Risen,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,12,Global,NON-WEIRD,TRUE
2870,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Schwarz|Zaval|Savani|Ross.Slate2|Geissner|Gray|Hsee|Tversky.Gati|Hauser|Shafir|Zhong|Norenzayan|Tversky|Knobe|Risen,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,2,Global,NON-WEIRD,TRUE
2871,2,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Risen|Shafir|Ross.Slate2|Hsee|Geissner|Schwarz|Gray|Tversky.Gati|Hauser|Zaval|Knobe|Savani|Tversky|Zhong,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,11,Global,NON-WEIRD,TRUE
2873,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky.Gati|Schwarz|Ross.Slate2|Knobe|Geissner|Zaval|Tversky|Risen|Gray|Hsee|Hauser|Savani|Norenzayan|Shafir|Zhong,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,6,Global,NON-WEIRD,TRUE
2874,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Gray|Tversky.Gati|Tversky|Savani|Norenzayan|Geissner|Knobe|Risen|Zhong|Hauser|Ross.Slate2|Shafir|Schwarz|Hsee|Zaval,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,15,Global,NON-WEIRD,TRUE
2875,1,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Risen|Geissner|Zhong|Zaval|Knobe|Savani|Hsee|Shafir|Tversky|Hauser|Schwarz|Ross.Slate2|Gray|Norenzayan|Tversky.Gati,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,4,Global,NON-WEIRD,TRUE
2877,1,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,1,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Schwarz|Gray|Zhong|Risen|Hauser|Shafir|Savani|Ross.Slate2|Zaval|Knobe|Geissner|Hsee|Tversky|Tversky.Gati,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five,10,Global,NON-WEIRD,TRUE
2879,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Knobe|Hauser|Gray|Zaval|Savani|Zhong|Tversky.Gati|Geissner|Risen|Ross.Slate2|Shafir|Hsee|Schwarz|Tversky|Norenzayan,ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five,4,Global,NON-WEIRD,TRUE
2880,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Zaval|Shafir|Risen|Tversky.Gati|Savani|Hauser|Zhong|Knobe|Geissner|Tversky|Schwarz|Hsee|Gray|Ross.Slate2|Norenzayan,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,1,Global,NON-WEIRD,TRUE
2883,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Zaval|Risen|Zhong|Tversky.Gati|Schwarz|Tversky|Geissner|Hsee|Savani|Shafir|Hauser|Ross.Slate2|Norenzayan|Knobe|Gray,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,1,Global,NON-WEIRD,TRUE
2885,2,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,2,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Savani|Gray|Risen|Knobe|Zaval|Tversky|Norenzayan|Geissner|Zhong|Schwarz|Hauser|Shafir|Ross.Slate2|Tversky.Gati|Hsee,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,5,Global,NON-WEIRD,TRUE
2887,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky.Gati|Ross.Slate2|Norenzayan|Knobe|Savani|Geissner|Zhong|Schwarz|Hauser|Hsee|Zaval|Tversky|Risen|Gray|Shafir,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE,11,Global,NON-WEIRD,TRUE
2888,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Zhong|Tversky|Tversky.Gati|Hauser|Knobe|Zaval|Geissner|Hsee|Schwarz|Risen|Norenzayan|Shafir|Gray|Ross.Slate2|Savani,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,6,Global,NON-WEIRD,TRUE
2894,4,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,4,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Shafir|Savani|Hauser|Gray|Geissner|Risen|Zhong|Ross.Slate2|Zaval|Tversky|Tversky.Gati|Knobe|Norenzayan|Schwarz|Hsee,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,9,Global,NON-WEIRD,TRUE
2896,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Ross.Slate2|Knobe|Tversky|Schwarz|Norenzayan|Tversky.Gati|Shafir|Zhong|Savani|Hsee|Zaval|Gray|Hauser|Geissner|Risen,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,11,Global,NON-WEIRD,TRUE
2898,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Zaval|Geissner|Gray|Hauser|Knobe|Risen|Tversky.Gati|Tversky|Norenzayan|Hsee|Zhong|Shafir|Savani|Schwarz|Ross.Slate2,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five,1,Global,NON-WEIRD,TRUE
2901,2,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,2,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Norenzayan|Savani|Zaval|Tversky.Gati|Zhong|Tversky|Risen|Gray|Geissner|Schwarz|Shafir|Knobe|Hsee|Hauser|Ross.Slate2,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,3,Global,NON-WEIRD,TRUE
2913,4,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,4,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Ross.Slate2|Tversky.Gati|Knobe|Schwarz|Zaval|Hsee|Risen|Geissner|Gray|Tversky|Norenzayan|Savani|Zhong|Shafir|Hauser,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,5,Global,NON-WEIRD,TRUE
2920,2,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,2,1,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Shafir|Schwarz|Geissner|Norenzayan|Knobe|Tversky.Gati|Hsee|Gray|Hauser|Tversky|Zaval|Ross.Slate2|Savani|Risen|Zhong,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,11,Global,NON-WEIRD,TRUE
2922,1,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,1,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Hsee|Zaval|Savani|Tversky|Zhong|Hauser|Tversky.Gati|Risen|Ross.Slate2|Norenzayan|Gray|Schwarz|Geissner|Shafir|Knobe,ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE,2,Global,NON-WEIRD,TRUE
2924,4,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,4,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Tversky|Gray|Schwarz|Shafir|Tversky.Gati|Hauser|Ross.Slate2|Savani|Risen|Zaval|Zhong|Hsee|Norenzayan|Knobe|Geissner,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,10,Global,NON-WEIRD,TRUE
2932,3,Cold,ML2_Slate2_SpanishColombia_r_manually_recode_rosss21.csv,bogota,3,2,bogota,bogota,bogota,Colombia,"Universidad de los Andes, Bogotá, Colombia",Spanish,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1,Zhong|Risen|Zaval|Norenzayan|Gray|Tversky|Hsee|Tversky.Gati|Ross.Slate2|Shafir|Savani|Schwarz|Geissner|Knobe|Hauser,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,3,Global,NON-WEIRD,TRUE
