"","ResponseId","referrer","IDEA8_negativity","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"999","R_sZjpTjX8CpRwXzX","michiganstate",3.5,3.8,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1000","R_3FUwhi4UAa5C8cp","michiganstate",4,3.9,"female",20,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1001","R_V3wsZf9dJhdu3fz","michiganstate",3,2.7,"male",20,"strongly conservative (7)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1002","R_1E6V08QyHtpTAFU","michiganstate",4,3,"female",19,"somewhat conservative (5)","conservative (6)",NA,"40-59,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1003","R_2zPcK7DezvBHAw2","michiganstate",4,3.4,"female",20,"conservative (6)","strongly conservative (7)",NA,"200-999,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1004","R_PMLki2RPUwXSTAZ","michiganstate",3,3.4,"female",20,"somewhat conservative (5)","middle (4)",NA,"40-59,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1005","R_1M0Ni0ygoCyEcOp","michiganstate",4,2.9,"female",20,"apolitical","independent",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1006","R_2f9XA6GZ1bT6j6R","michiganstate",4,2.8,"female",21,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1007","R_x9tSJfHHlRPYeI1","michiganstate",4,3.7,"male",19,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1008","R_2Ym2rfyqCOyMQim","michiganstate",3,1.9,"female",20,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1009","R_1Ig8RMcKp8uu8I9","michiganstate",4,2.9,"male",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1010","R_1MY9ufuf6omjdWG","michiganstate",4,3.7,"male",20,"center (4)","middle (4)",NA,"60-79,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1011","R_1IMA0UP3gz3VbCx","michiganstate",4,4,"male",19,"somewhat conservative (5)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1012","R_2wvPWg7SQhtoHaX","michiganstate",4,3,"female",19,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1013","R_3fee6XdXrPpUgHa","michiganstate",4,2.9,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1014","R_3kbq30dkpnAG0bE","michiganstate",4,2.6,"female",18,"conservative (6)","conservative (6)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1015","R_1EiEtm2ZNl7dQHY","michiganstate",2.5,2.6,"female",20,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1016","R_3kmI4ECKWo4VydF","michiganstate",3.5,2.4,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1017","R_27DsptGA9RRmRel","michiganstate",3,2.7,"female",18,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1018","R_2s1pb5HcEaaIzug","michiganstate",4,2.6,"male",20,"center (4)","middle (4)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1019","R_bf90ZruFtMsFBzb","michiganstate",4,3.1,"female",22,"center (4)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1020","R_3nVNOcSoUBRP5OA","michiganstate",4,1.9,"male",21,"somewhat conservative (5)","conservative (6)",NA,"100-199,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1021","R_1i5sztqtd5KUu2M","michiganstate",3.5,2.5,"male",20,"apolitical","democrat (2)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"1022","R_6W3BbvpszqBbIFX","michiganstate",4,2.7,"female",23,"liberal (2)","democrat (2)",NA,"under20,000","yes","Caucasian","MichiganState","Currently In College","some college"
"1023","R_2pQe4BSgI8aEGqw","michiganstate",4,2.7,"female",18,"strongly liberal (1)","democrat (2)",NA,"100-199,999","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1024","R_1rvSIon8OzlKwqk","michiganstate",3,2.4,"male",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1025","R_3PSlLBld5DbHS69","michiganstate",4,3.3,"female",19,"center (4)","middle (4)",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"1026","R_xsUHjhOPeQdEybf","michiganstate",2,3.1,"female",18,"somewhat conservative (5)","middle (4)",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1027","R_bjYBSulIqsq9RFT","michiganstate",2.5,2.9,"male",21,"liberal (2)","independent",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1028","R_2YPunQguC1dIYNW","michiganstate",4,3.7,"female",19,"center (4)","conservative (6)",NA,"80-99,999","yes","Caucasian","MichiganState","Currently In College","some college"
"1029","R_3CNm8Z18cr6XJmI","michiganstate",3,3.1,"female",19,"center (4)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","MichiganState","Currently In College","some college"
"1030","R_1CE0KCrObpZDxGh","michiganstate",3.5,3.3,"female",18,"apolitical","independent",NA,"not say","yes","Caucasian","MichiganState","Currently In College","some college"
"2671","R_3iPweeYblGz4jUh","michiganstate",4,3.9,"male",19,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Other race/ethincity","MichiganState","Completed 2 year degree","some college"
"2672","R_WvoppNlNMaJwOqJ","michiganstate",4,3,"female",20,"center (4)","conservative (6)",NA,"200-999,999","yes","Caucasian","MichiganState","Completed 2 year degree","some college"
"2673","R_2xQz56z6GjY1rBO","michiganstate",4,2.6,"male",23,"center (4)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","MichiganState","Completed 2 year degree","some college"
"2674","R_2sU93GsaEHgZGck","michiganstate",4,3.3,"female",20,"center (4)","somewhat conservative (5)",NA,"200-999,999","yes","Caucasian","MichiganState","Completed 2 year degree","some college"
