"","ResponseId","referrer","IDEA8_between","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"1578","R_1gbedjw2jC3aTOg","plu",4,2.6,"female",19,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1579","R_2TmVbRwG88nQbJe","plu",3.5,3,"male",NA,"apolitical","independent",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1580","R_RCgn91Sf5SNf1rH","plu",3.5,2.1,"male",19,"somewhat liberal (3)","democrat (2)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1581","R_7aKiFnZHSOXYR7X","plu",4,3.3,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1582","R_2v98xnDffMON384","plu",3,3.9,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1583","R_2qrtq25zjK8FTdl","plu",3,1.7,"male",22,"somewhat conservative (5)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1584","R_1eqrAonjbqx7vxX","plu",4,4.3,"female",21,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","PLU","Currently In College","some college"
"1585","R_3ek5GN2Iu6NmOPy","plu",4,2.1,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes",NA,"PLU","Currently In College","some college"
"1586","R_2BxnfpnbFwgipCw","plu",3,2.5,"male",18,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1587","R_1mEMzPs2YTdiVcD","plu",4,3.4,"female",20,"liberal (2)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1588","R_1g8uz0SSU0RgPdC","plu",3,3.8,"female",19,"conservative (6)","somewhat conservative (5)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1589","R_b8gHQerfn0gmiad","plu",4,2.6,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"2695","R_3IYv1mJMGVGgtEa","plu",4,3.7,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","PLU","Completed 2 year degree","some college"
"2701","R_3Gvm6GkcMosGKiy","plu",3.5,3.9,"female",18,"conservative (6)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","PLU","Completed 2 year degree","some college"
"2702","R_2PmVR8SwzYRBbug","plu",4,2.2,"male",18,"somewhat conservative (5)","conservative (6)",NA,"under20,000","yes","Caucasian","PLU","Completed 2 year degree","some college"
"2703","R_ymyvzdaHBIdanpD","plu",3,3.1,"female",19,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","PLU","Completed 2 year degree","some college"
"3041","R_OHTNDz2TNhXZuXD","plu",3.5,4.6,"female",NA,"apolitical","independent",NA,"not say","yes","Other race/ethincity","PLU","Graduate Education",NA
