.id,source,haus1.1,haus1.1t_1,haus1.2,haus2.1,haus2.1t_1,haus2.2,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,uID,study.order,analysis.type,subset,case.include
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,1,26.989,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Critcher|Miyamoto|Graham|Huang|Alter|VanLange|Kay|Anderson|Inbar|Rottenstrich|Bauer,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection,4411,1,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,56.926,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Inbar|Critcher|Ross.Slate1|Huang|Graham|Kay|Alter|Anderson|Bauer|VanLange|Rottenstrich|Hauser,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),4412,13,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,39.732,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Kay|Ross.Slate1|Alter|Critcher|Bauer|Huang|Rottenstrich|Inbar|Graham|Anderson|VanLange|Hauser,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),4413,13,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,42.16,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Miyamoto|Critcher|Rottenstrich|Kay|Inbar|Ross.Slate1|Anderson|VanLange|Huang|Alter|Hauser|Bauer,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,4414,12,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,5.489,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Ross.Slate1|Critcher|Alter|Huang|Anderson|Graham|Kay|Hauser|Bauer|Inbar|Rottenstrich|Miyamoto,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),4415,9,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,52.258,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Anderson|Graham|Alter|Huang|VanLange|Kay|Hauser|Miyamoto|Inbar|Critcher|Ross.Slate1|Bauer,ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,4416,8,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,422.874,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|VanLange|Anderson|Graham|Miyamoto|Rottenstrich|Ross.Slate1|Hauser|Critcher|Alter|Kay|Bauer|Huang,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE,4417,8,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,18.174,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Rottenstrich|Graham|Critcher|Inbar|Hauser|Anderson|Miyamoto|Ross.Slate1|VanLange|Kay|Bauer|Alter,ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five,4418,6,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,54.985,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Bauer|Kay|Ross.Slate1|Rottenstrich|VanLange|Alter|Graham|Miyamoto|Anderson|Inbar|Hauser|Huang,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,4419,12,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,2,29.56,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Inbar|Huang|Bauer|Graham|Critcher|Anderson|Rottenstrich|Hauser|Ross.Slate1|VanLange|Miyamoto|Alter,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,4420,9,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,61.305,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Kay|Rottenstrich|Graham|Alter|Hauser|Inbar|Anderson|Huang|Miyamoto|Bauer|Critcher|VanLange,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE,4421,6,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,2,48.353,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Rottenstrich|Hauser|Kay|Critcher|Alter|Anderson|VanLange|Graham|Bauer|Ross.Slate1|Inbar|Huang,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,4422,3,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,1.007,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Inbar|Miyamoto|Alter|Hauser|Critcher|Huang|Graham|VanLange|Rottenstrich|Anderson|Bauer|Kay,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE,4423,5,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,76.859,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Graham|VanLange|Miyamoto|Kay|Hauser|Ross.Slate1|Anderson|Huang|Rottenstrich|Inbar|Alter|Critcher,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,4424,6,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,47.284,2,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Kay|Rottenstrich|Critcher|VanLange|Inbar|Anderson|Hauser|Graham|Alter|Bauer|Miyamoto|Ross.Slate1,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,4425,8,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,4.343,2,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Graham|VanLange|Miyamoto|Anderson|Hauser|Kay|Alter|Inbar|Ross.Slate1|Rottenstrich|Huang|Bauer,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing,4426,6,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,2,174.417,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Inbar|Bauer|Graham|Critcher|Rottenstrich|Hauser|Anderson|VanLange|Ross.Slate1|Huang|Alter|Miyamoto,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection,4427,7,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,39.015,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Anderson|Ross.Slate1|Critcher|Bauer|Miyamoto|VanLange|Rottenstrich|Alter|Hauser|Inbar|Graham|Kay,ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,4428,10,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,46.18,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Alter|Huang|VanLange|Bauer|Ross.Slate1|Hauser|Anderson|Graham|Inbar|Rottenstrich|Kay|Critcher,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,4429,7,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,3.292,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Anderson|VanLange|Miyamoto|Critcher|Rottenstrich|Alter|Huang|Hauser|Graham|Ross.Slate1|Bauer|Inbar,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,4430,9,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,54.428,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Critcher|Huang|Hauser|Anderson|VanLange|Kay|Miyamoto|Graham|Ross.Slate1|Inbar|Alter|Rottenstrich,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,4431,4,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,1,2.111,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Ross.Slate1|Rottenstrich|Inbar|VanLange|Anderson|Alter|Critcher|Kay|Huang|Hauser|Graham|Miyamoto,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,4432,11,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,76.636,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|VanLange|Rottenstrich|Critcher|Inbar|Anderson|Miyamoto|Hauser|Graham|Kay|Alter|Huang|Bauer,ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),4433,8,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,6.282,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Miyamoto|Kay|Critcher|Graham|VanLange|Huang|Inbar|Alter|Hauser|Ross.Slate1|Bauer|Rottenstrich,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,4434,10,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,52.566,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Miyamoto|Ross.Slate1|Alter|Critcher|Bauer|Inbar|Rottenstrich|VanLange|Anderson|Huang|Kay|Hauser,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,4435,13,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,65.33,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Huang|Rottenstrich|Alter|Ross.Slate1|Graham|Critcher|Hauser|Miyamoto|Inbar|Anderson|Bauer|VanLange,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),4436,8,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,2,0.997,2,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Kay|Rottenstrich|Alter|Inbar|Graham|Miyamoto|Anderson|VanLange|Hauser|Huang|Bauer|Critcher,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE,4437,10,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,39.608,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Anderson|Ross.Slate1|Inbar|Alter|Bauer|Huang|Critcher|Miyamoto|VanLange|Graham|Hauser|Rottenstrich,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,4438,12,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,160.582,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Anderson|Critcher|Hauser|Graham|VanLange|Kay|Ross.Slate1|Alter|Rottenstrich|Huang|Inbar|Miyamoto,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,4439,4,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,868.637,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Alter|Hauser|Anderson|Critcher|Inbar|VanLange|Graham|Miyamoto|Rottenstrich|Kay|Huang|Ross.Slate1,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood,4440,3,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,64.569,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Graham|Inbar|Hauser|Kay|VanLange|Critcher|Ross.Slate1|Alter|Miyamoto|Anderson|Huang|Bauer,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing,4441,4,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,128.69,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Bauer|Inbar|Hauser|Anderson|Rottenstrich|VanLange|Huang|Graham|Critcher|Alter|Miyamoto|Ross.Slate1,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: TIPI for Big-Five,4442,4,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,51.337,2,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Miyamoto|Anderson|VanLange|Ross.Slate1|Hauser|Graham|Alter|Critcher|Rottenstrich|Bauer|Huang|Kay,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing,4443,6,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,2,90.921,2,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Graham|Huang|Kay|Alter|VanLange|Bauer|Rottenstrich|Inbar|Hauser|Ross.Slate1|Anderson|Critcher,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection,4444,10,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,52.039,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|VanLange|Rottenstrich|Critcher|Ross.Slate1|Anderson|Alter|Miyamoto|Hauser|Kay|Bauer|Inbar|Huang,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,4445,9,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,44.607,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Miyamoto|VanLange|Anderson|Huang|Bauer|Kay|Ross.Slate1|Hauser|Critcher|Graham|Rottenstrich|Alter,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,4446,9,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,78.875,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Inbar|Critcher|Bauer|Kay|Anderson|Miyamoto|Alter|Rottenstrich|Huang|Ross.Slate1|VanLange|Hauser,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing,4447,13,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,60.313,2,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Rottenstrich|Anderson|Kay|Alter|Huang|Bauer|Critcher|VanLange|Inbar|Graham|Ross.Slate1|Miyamoto,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,4448,1,Secondary,all,FALSE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,1,56.796,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Alter|Critcher|Hauser|Ross.Slate1|Anderson|VanLange|Kay|Inbar|Huang|Miyamoto|Rottenstrich|Bauer,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five,4449,4,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,1,5007.951,1,,,,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Kay|Inbar|VanLange|Alter|Graham|Rottenstrich|Huang|Bauer|Critcher|Ross.Slate1|Hauser|Miyamoto,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,4450,12,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,2,39.789,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Graham|Hauser|Critcher|Alter|Rottenstrich|Bauer|VanLange|Miyamoto|Kay|Anderson|Ross.Slate1|Huang,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing,4451,3,Secondary,all,TRUE
ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,,1,36.381,1,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Huang|VanLange|Anderson|Hauser|Critcher|Kay|Ross.Slate1|Alter|Bauer|Graham|Miyamoto|Rottenstrich,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),4452,5,Secondary,all,TRUE
