study.labels,source.Source,loc,dens,offset,offset_dens,offset_fix,offset_densN,tsize,relSize
"Direction & Similarity (Tversky & Gati, 1978)",carleton,-0.01445,0.443158911087203,7,7.4431589110872,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",csunorthonline,0.07443,0.208944878207199,7,7.2089448782072,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",fmkbelgrade,-0.12643,0.0561328499029517,7,7.05613284990295,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",georgefox,-0.00726,0.449840280434871,7,7.44984028043487,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",hawaiion,0.0381,0.374457440348988,7,7.37445744034899,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",help,0.11735,0.0972084168670181,7,7.09720841686702,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",isb,-0.00594,0.449997795614508,7,7.44999779561451,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",jmu,-0.03027,0.389708717961305,7,7.38970871796131,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",kenyon,0.00778,0.438390949712458,7,7.43839094971246,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",krakowon,0.03085,0.395480383236969,7,7.39548038323697,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",kwazulu,0.06304,0.265075439283443,7,7.26507543928344,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",louvain,0.03194,0.392664615776256,7,7.39266461577626,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",loyola,0.01955,0.419286020118861,7,7.41928602011886,7.2,2,9,7.33333333333333
"Direction & Similarity (Tversky & Gati, 1978)",lse,0.03508,0.383887639890955,7,7.38388763989096,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",mcdanielonline,0.0451,0.348691675714234,7,7.34869167571423,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",metu,-0.01523,0.441773495441495,7,7.4417734954415,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",moralsense,-0.01315,0.445149949491197,7,7.4451499494912,7.2,3,9,7.5
"Direction & Similarity (Tversky & Gati, 1978)",mturk,0.00092,0.446632028996366,7,7.44663202899637,7.2,2,9,7.33333333333333
"Direction & Similarity (Tversky & Gati, 1978)",mturk_india,0.05549,0.302217920346169,7,7.30221792034617,7.2,2,9,7.33333333333333
"Direction & Similarity (Tversky & Gati, 1978)",northumbria,0.03729,0.377100080787463,7,7.37710008078746,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",osnabruck,0.12256,0.093550733395691,7,7.09355073339569,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",pascal,-0.04136,0.324886665821709,7,7.32488666582171,7.2,2,9,7.33333333333333
"Direction & Similarity (Tversky & Gati, 1978)",psualtoona,0.02237,0.414046470411939,7,7.41404647041194,7.2,2,9,7.33333333333333
"Direction & Similarity (Tversky & Gati, 1978)",puc,-0.03294,0.375776709190803,7,7.3757767091908,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",queensland2,-0.16209,0.0423069996633313,7,7.04230699966333,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",ritonline,-0.04771,0.281609214231449,7,7.28160921423145,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",salford,0.07829,0.190939203956085,7,7.19093920395609,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",seznam,0.0015,0.446085196044904,7,7.4460851960449,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",seznamon,-0.03229,0.379277860241697,7,7.3792778602417,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",simmons,-0.05258,0.247064044887958,7,7.24706404488796,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",swps,-0.0185,0.434592180926402,7,7.4345921809264,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",tamucc,0.08975,0.14473104805083,7,7.14473104805083,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",tilburg,-0.05577,0.224350950731682,7,7.22435095073168,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",tilburgcaf,0.01617,0.425188431605313,7,7.42518843160531,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",ulatina,0.03921,0.370720994912462,7,7.37072099491246,7.2,2,9,7.33333333333333
"Direction & Similarity (Tversky & Gati, 1978)",umich,0.06904,0.235183887981479,7,7.23518388798148,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",uned,-0.13426,0.0598931977072437,7,7.05989319770724,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",unswonline,-0.02116,0.427012476550578,7,7.42701247655058,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",vcu,-0.01447,0.44312519460327,7,7.44312519460327,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",vuw,0.00232,0.445255407652039,7,7.44525540765204,7.2,1,9,7.16666666666667
"Direction & Similarity (Tversky & Gati, 1978)",westernkentucky,-0.03139,0.384004024541774,7,7.38400402454177,7.2,2,9,7.33333333333333
"Direction & Similarity (Tversky & Gati, 1978)",yale,0.01659,0.424472283419977,7,7.42447228341998,7.2,2,9,7.33333333333333
"Position & Power (Giessner & Schubert, 2007)",amity,-0.04895,0.364868198417976,8,8.36486819841798,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",amityon,-0.03216,0.415570502075779,8,8.41557050207578,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",armstrong,0.18185,0.0798615271490767,8,8.07986152714908,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",aus2,-0.00721,0.449991837409089,8,8.44999183740909,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",badaniaon,-0.30676,0.020417476259262,8,8.02041747625926,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",bogota,0.13313,0.206363863960742,8,8.20636386396074,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",brookcuny,-0.01149,0.448803879154467,8,8.44880387915447,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",carleton,-0.00454,0.449660641982666,8,8.44966064198267,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",cas,-0.10095,0.209089306824548,8,8.20908930682455,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",csunorthonline,-0.10917,0.188472222737063,8,8.18847222273706,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",fmkbelgrade,0.1169,0.251842966657859,8,8.25184296665786,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",georgefox,0.00501,0.442469110531679,8,8.44246911053168,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",hawaiion,0.02727,0.400171054260176,8,8.40017105426018,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",help,0.07706,0.316876723100194,8,8.31687672310019,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",isb,0.06396,0.331739272517556,8,8.33173927251756,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",jmu,-0.03895,0.396640321418153,8,8.39664032141815,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",jos,0.02436,0.40675626880003,8,8.40675626880003,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",kenyon,-0.03209,0.41575000290568,8,8.41575000290568,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",krakowon,0.00917,0.436722096406001,8,8.436722096406,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",kwazulu,0.10368,0.280733331449456,8,8.28073333144946,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",louvain,0.2647,0.0429012101422393,8,8.04290121014224,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",loyola,0.05691,0.341333729134409,8,8.34133372913441,8.2,3,10,8.5
"Position & Power (Giessner & Schubert, 2007)",lse,0.12456,0.231442368763005,8,8.23144236876301,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",mcdanielonline,-0.14079,0.118170732075618,8,8.11817073207562,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",metu,-0.08318,0.256460275668097,8,8.2564602756681,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",moralsense,-0.00518,0.449813096052829,8,8.44981309605283,8.2,3,10,8.5
"Position & Power (Giessner & Schubert, 2007)",mturk,0.1035,0.28106886126181,8,8.28106886126181,8.2,3,10,8.5
"Position & Power (Giessner & Schubert, 2007)",mturk_india,-0.02997,0.421001585259288,8,8.42100158525929,8.2,3,10,8.5
"Position & Power (Giessner & Schubert, 2007)",munich,0.26758,0.0424744643565365,8,8.04247446435654,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",northumbria,-0.12254,0.156501148488288,8,8.15650114848829,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",osnabruck,0.01144,0.432994166242205,8,8.43299416624221,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",ouhk,0.02072,0.41479309098142,8,8.41479309098142,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",padua,-0.18962,0.054193574534747,8,8.05419357453475,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",pascal,-0.01527,0.446060820444261,8,8.44606082044426,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",psualtoona,-0.02966,0.421747439268608,8,8.42174743926861,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",puc,-0.09997,0.211592110064936,8,8.21159211006494,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",queensland2,0.02673,0.401398279528153,8,8.40139827952815,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",ritonline,0.07458,0.319549210329923,8,8.31954921032992,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",rotterdam,0.0647,0.330819382416465,8,8.33081938241647,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",salford,-0.01047,0.449260873216445,8,8.44926087321645,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",seznam,0.129,0.218670534265582,8,8.21867053426558,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",seznamon,-0.03488,0.408321932665191,8,8.40832193266519,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",simmons,0.10576,0.2767622465992,8,8.2767622465992,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",swps,0.1771,0.0885293869792693,8,8.08852938697927,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",tamu,-0.07101,0.292464811590558,8,8.29246481159056,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",tamucc,0.00922,0.436642476465628,8,8.43664247646563,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",tanzania,0.10502,0.278190761163926,8,8.27819076116393,8.2,1,10,8.16666666666667
"Position & Power (Giessner & Schubert, 2007)",tilburg,0.05463,0.344813397464059,8,8.34481339746406,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",tilburgcaf,0.07577,0.318266112829448,8,8.31826611282945,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",ulatina,0.00658,0.440445836660245,8,8.44044583666025,8.2,3,10,8.5
"Position & Power (Giessner & Schubert, 2007)",umich,0.03494,0.382786575301055,8,8.38278657530105,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",uned,-0.08432,0.253266374208761,8,8.25326637420876,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",unswonline,-0.05004,0.361249070522932,8,8.36124907052293,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",vcu,-0.05249,0.353067814081846,8,8.35306781408185,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",vuw,-0.02012,0.440235060942123,8,8.44023506094212,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",westernkentucky,0.11993,0.244070696644246,8,8.24407069664425,8.2,2,10,8.33333333333333
"Position & Power (Giessner & Schubert, 2007)",yale,0.07369,0.320510269921963,8,8.32051026992196,8.2,3,10,8.5
"Moral Cleansing (Zhong & Liljenquist, 2006)",amity,0.00485,0.437809964046298,9,9.4378099640463,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",amityon,0.21502,0.12441583097779,9,9.12441583097779,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",armstrong,0.09581,0.219524260805449,9,9.21952426080545,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",aus2,0.02893,0.382784377100253,9,9.38278437710025,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",brookcuny,0.10708,0.203240251110975,9,9.20324025111097,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",carleton,0.15602,0.152941653331251,9,9.15294165333125,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",cas,-0.06385,0.331706120708502,9,9.3317061207085,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",csunorthonline,-0.09682,0.237013025769878,9,9.23701302576988,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",fmkbelgrade,0.22457,0.117257586993458,9,9.11725758699346,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",georgefox,-0.02812,0.434537209598191,9,9.43453720959819,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",hawaiion,-0.11997,0.194337019706321,9,9.19433701970632,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",help,-0.12628,0.184373216025968,9,9.18437321602597,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",isb,0.0089,0.431068748901915,9,9.43106874890191,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",jmu,0.24441,0.0957042452245861,9,9.09570424522459,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",kenyon,-0.0209,0.444665034904443,9,9.44466503490444,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",kwazulu,0.06324,0.285257622310239,9,9.28525762231024,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",louvain,-0.15999,0.12893701539782,9,9.12893701539782,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",loyola,-0.02473,0.439906722766982,9,9.43990672276698,9.2,3,11,9.5
"Moral Cleansing (Zhong & Liljenquist, 2006)",lse,0.08872,0.231177832747909,9,9.23117783274791,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",mcdanielonline,-0.14211,0.159279940772604,9,9.1592799407726,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",metu,-0.02674,0.436854299644082,9,9.43685429964408,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",moralsense,-0.0642,0.330528817816505,9,9.33052881781651,9.2,3,11,9.5
"Moral Cleansing (Zhong & Liljenquist, 2006)",mturk,-0.05071,0.37557869143874,9,9.37557869143874,9.2,3,11,9.5
"Moral Cleansing (Zhong & Liljenquist, 2006)",mturk_india,0.00112,0.442816310190736,9,9.44281631019074,9.2,3,11,9.5
"Moral Cleansing (Zhong & Liljenquist, 2006)",munich,0.04668,0.330766390169209,9,9.33076639016921,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",northumbria,0.00335,0.439975013894379,9,9.43997501389438,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",osnabruck,-0.00169,0.445793919840892,9,9.44579391984089,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",padua,0.05809,0.2986893785718,9,9.2986893785718,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",pascal,-0.02185,0.443618432802516,9,9.44361843280252,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",psualtoona,0.0269,0.388468823063107,9,9.38846882306311,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",puc,-0.00011,0.444183845225981,9,9.44418384522598,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",queensland2,-0.04654,0.388713268462755,9,9.38871326846276,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",ritonline,-0.21339,0.0483216587721412,9,9.04832165877214,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",rotterdam,0.09056,0.228034229048883,9,9.22803422904888,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",salford,0.18093,0.139527810080427,9,9.13952781008043,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",seznam,0.04074,0.348257169866845,9,9.34825716986684,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",seznamon,-0.05131,0.373636473166274,9,9.37363647316627,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",simmons,-0.02745,0.435662194878527,9,9.43566219487853,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",tamu,0.23994,0.101299642346007,9,9.10129964234601,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",tamucc,-0.03182,0.427394296107698,9,9.4273942961077,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",tilburg,0.02485,0.394099691747827,9,9.39409969174783,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",tilburgcaf,-0.11498,0.202479000129662,9,9.20247900012966,9.2,1,11,9.16666666666667
"Moral Cleansing (Zhong & Liljenquist, 2006)",ulatina,0.12829,0.177832007913434,9,9.17783200791343,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",umich,0.19474,0.134283521048754,9,9.13428352104875,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",uned,-0.15479,0.137963129508665,9,9.13796312950866,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",unswonline,-0.02413,0.440774774857702,9,9.4407747748577,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",vcu,0.11959,0.187577784179284,9,9.18757778417928,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",vuw,-0.04096,0.405048346910101,9,9.4050483469101,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",westernkentucky,0.14679,0.160090094485147,9,9.16009009448515,9.2,2,11,9.33333333333333
"Moral Cleansing (Zhong & Liljenquist, 2006)",yale,-0.10631,0.217740399644726,9,9.21774039964473,9.2,3,11,9.5
"Social Value Orientation (Van Lange et al., 1997)",aus,-0.06663,0.356337098795829,10,10.3563370987958,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",badaniaon,0.14813,0.370485542117318,10,10.3704855421173,10.2,1,12,10.1666666666667
"Social Value Orientation (Van Lange et al., 1997)",bc,0.06445,0.411374093309587,10,10.4113740933096,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",bilgi,0.02453,0.38882875809288,10,10.3888287580929,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",brasilia,-0.03395,0.379801135936704,10,10.3798011359367,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",cas,-0.12637,0.249398188003777,10,10.2493981880038,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",doshisha,0.02476,0.388866272949959,10,10.38886627295,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",elte,0.10141,0.448696862254909,10,10.4486968622549,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",hawaiion,-0.07752,0.343117363038353,10,10.3431173630384,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",hkust,-0.1536,0.176231840906688,10,10.1762318409067,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",hunancomp,0.12145,0.440901267832853,10,10.4409012678329,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",ithaca,-0.14334,0.205152251283028,10,10.205152251283,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",johannesburg,0.08655,0.436674186070053,10,10.4366741860701,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",koc,-0.13169,0.236107509674551,10,10.2361075096746,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",lausanne,0.23326,0.068879332650669,10,10.0688793326507,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",lundon,0.13155,0.422232336810882,10,10.4222323368109,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",marian,-0.02128,0.383854026402266,10,10.3838540264023,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",mturk,0.05682,0.404072322594628,10,10.4040723225946,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",mturk_india,0.08037,0.429628380653143,10,10.4296283806531,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",navarra,-0.07902,0.341066943587432,10,10.3410669435874,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",ntnu,0.12426,0.436751004491517,10,10.4367510044915,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",occid,0.1248,0.435880831417646,10,10.4358808314176,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",plu,0.05344,0.401299745381035,10,10.401299745381,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",poitiers,-0.08678,0.329550837499096,10,10.3295508374991,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",potsdam,0.10809,0.449949033018086,10,10.4499490330181,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",pscio,-0.0661,0.356902920448694,10,10.3569029204487,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",psuabington,-0.04838,0.372124467320085,10,10.3721244673201,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",psumain,-0.15668,0.167370203948886,10,10.1673702039489,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",purkyne,0.03013,0.389933096416742,10,10.3899330964167,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",sandiegosu,0.12009,0.442609355529044,10,10.442609355529,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",santiagoon,-0.0219,0.383703776783631,10,10.3837037767836,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",swps,0.19049,0.189373531545735,10,10.1893735315457,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",tamu,0.17177,0.269234507240732,10,10.2692345072407,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",toronto,-0.01804,0.384566512770068,10,10.3845665127701,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",tufts,-0.00624,0.386307176576983,10,10.386307176577,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",ubc,0.08042,0.429687178861113,10,10.4296871788611,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",ucron,0.1104,0.44955800805379,10,10.4495580080538,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",udd,0.15222,0.35447870938002,10,10.35447870938,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",ufl,0.12419,0.436863804704797,10,10.4368638047048,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",uiuc,0.05465,0.402262020500915,10,10.4022620205009,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",umich,-0.00315,0.38658891581428,10,10.3865889158143,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",unam,-0.0926,0.319949234265251,10,10.3199492342653,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",unibelgrade,0.00601,0.387194089829749,10,10.3871940898297,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",uniporto,0.10997,0.449667247629521,10,10.4496672476295,10.2,1,12,10.1666666666667
"Social Value Orientation (Van Lange et al., 1997)",uva,-0.0679,0.354951804923751,10,10.3549518049238,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",vuw,-0.0131,0.385444651740513,10,10.3854446517405,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",washlee,0.02534,0.388962321739222,10,10.3889623217392,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",wilfredlaur,0.04128,0.393783758950191,10,10.3937837589502,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",williampat,-0.04293,0.375462819187956,10,10.375462819188,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",winchester,0.14594,0.378611131977609,10,10.3786111319776,10.2,3,12,10.5
"Social Value Orientation (Van Lange et al., 1997)",wpi,0.12586,0.434074430823245,10,10.4340744308232,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",wroclaw,-0.0955,0.314868214918066,10,10.3148682149181,10.2,2,12,10.3333333333333
"Social Value Orientation (Van Lange et al., 1997)",zhejiang,0.16735,0.289073594260443,10,10.2890735942604,10.2,2,12,10.3333333333333
"Incidental Anchors (Critcher & Gilovich, 2008)",aus,-0.02867,0.395528035721854,11,11.3955280357219,11.2,2,13,11.3333333333333
"Incidental Anchors (Critcher & Gilovich, 2008)",badaniaon,0.21425,0.150332059906718,11,11.1503320599067,11.2,1,13,11.1666666666667
"Incidental Anchors (Critcher & Gilovich, 2008)",bc,0,0.449981118656113,11,11.4499811186561,11.2,1,13,11.1666666666667
"Incidental Anchors (Critcher & Gilovich, 2008)",bilgi,-0.03174,0.385127637289679,11,11.3851276372897,11.2,2,13,11.3333333333333
